1f3c65f4b2344dac9afbe6dd5b8fee6b,C1234,A1,E2,T3,T34,T35
deb96a2e9234412f967c09eb01773185,C1234,A1,E2,T3,T34,FI5
c2135fb35b8c4c6fba737c808814d30f,C1234,A1,E2,T3,T34,FT5
634767b62dc2404088d4c8264a5fa3bb,C1234,A1,E2,T3,FI4,T35
6379852792994950b0d774f34ce2e7ad,C1234,A1,E2,T3,FI4,FI5
ec14566af59a4d3ea9a97e6501f84160,C1234,A1,E2,T3,FI4,FT5
60ef9c26e2cf4962a697748ebfe97eb0,C1234,A1,E2,T3,FT4,T35
b6f3f6a497a84e74b86eaf0a37e548ed,C1234,A1,E2,T3,FT4,FI5
58ffce2581184a069f146bca8dd7879b,C1234,A1,E2,T3,FT4,FT5
dd8eae9c65c741c29b3a6c24e76e9ede,C1234,A1,E2,FI,T34,T35
1b65b5356ea241aa8990a11009480c98,C1234,A1,E2,FI,T34,FI5
c16dc1536eb74fe0b681c7343e9c8003,C1234,A1,E2,FI,T34,FT5
0a517c57ff9e4c5197c81efc19e6a324,C1234,A1,E2,FI,FI4,T35
3f8a1064de864f61914b540745fb619c,C1234,A1,E2,FI,FI4,FI5
1a52ea65016b4572857aed2050571597,C1234,A1,E2,FI,FI4,FT5
7a39de505f294ad0a4f0a0e65b5cf9f3,C1234,A1,E2,FI,FT4,T35
404e336b1a40484eb81f6dcd32aa1f5b,C1234,A1,E2,FI,FT4,FI5
f201327f896147c1b8c35af506e2b5b6,C1234,A1,E2,FI,FT4,FT5
a7626b19f9fc4e3da32df60d0dcc2e07,C1234,A1,E2,FT,T34,T35
74b80006293a47d5a3ab9327ef622c64,C1234,A1,E2,FT,T34,FI5
7e6225f2cedf4fc6a1210888b3767e34,C1234,A1,E2,FT,T34,FT5
3122bbbb794249aba0cc411788ab0c35,C1234,A1,E2,FT,FI4,T35
802408b0025e487490958cc7ee06c542,C1234,A1,E2,FT,FI4,FI5
cae973c9969347b39595d06379119417,C1234,A1,E2,FT,FI4,FT5
9a047b824287419981f418c4742beb68,C1234,A1,E2,FT,FT4,T35
315333f24f4942ebb7c74e332a516a9a,C1234,A1,E2,FT,FT4,FI5
9b0deb6bc87c477c9fa765c3c6cc579f,C1234,A1,E2,FT,FT4,FT5
69cee9954aab4d26b74ac5d9f0cf70aa,C1234,A1,F2,T3,T34,T35
669141b174e049509fdd856286eb6cd6,C1234,A1,F2,T3,T34,FI5
b46cbf51ee5140108c99b2db8488abf4,C1234,A1,F2,T3,T34,FT5
3ec96a35a8f54c44a9abc55026cdd5b7,C1234,A1,F2,T3,FI4,T35
d2db330cf2e247a8ba2806147a9b7a0e,C1234,A1,F2,T3,FI4,FI5
8eea602a255e4baf9a68f9df1841bd22,C1234,A1,F2,T3,FI4,FT5
f9a5c45e9ddf4cf09b12f6a6cca18186,C1234,A1,F2,T3,FT4,T35
be62027553ec44aaa4f0844173e0f6d7,C1234,A1,F2,T3,FT4,FI5
5ecc781d34e74da190d821ff9fbbc994,C1234,A1,F2,T3,FT4,FT5
a3b5500e9db84975b1d389c7c304b1f0,C1234,A1,F2,FI,T34,T35
4d3de43a822d417faeee39947af573d8,C1234,A1,F2,FI,T34,FI5
297a9051f86345e695bba9f40d3d2470,C1234,A1,F2,FI,T34,FT5
ffd56f464711486f9022e109a6f5269f,C1234,A1,F2,FI,FI4,T35
dcaa380eb32d4aedb727b9602cc7c21f,C1234,A1,F2,FI,FI4,FI5
aa9ed40c7e1b4ce29c33a0e87c74e673,C1234,A1,F2,FI,FI4,FT5
9f20050be2ea4a149b9d61d1beb30039,C1234,A1,F2,FI,FT4,T35
468209b984a841898f933b7c45c8f4aa,C1234,A1,F2,FI,FT4,FI5
e798503318cd485fa9ddd6eb3f643a2c,C1234,A1,F2,FI,FT4,FT5
dfca504b2801488096a7695cdacadd6f,C1234,A1,F2,FT,T34,T35
0ff8fe617a4c490f96f204787ffcb25b,C1234,A1,F2,FT,T34,FI5
c112f7233e2440dc887a11dda55704dd,C1234,A1,F2,FT,T34,FT5
2edbd3e397d4401e9a508c91d8b33017,C1234,A1,F2,FT,FI4,T35
46d9aec1fa2943b693b341f136bdfa2e,C1234,A1,F2,FT,FI4,FI5
9ef1d964059645dea6c08b4c9d71b88a,C1234,A1,F2,FT,FI4,FT5
c959630dac1049e6bdb35ddcebb3d2f2,C1234,A1,F2,FT,FT4,T35
3f01e7db31b14ad9a9be93e9ab4ea09b,C1234,A1,F2,FT,FT4,FI5
959081759d314554b6b86c7d9dc7663b,C1234,A1,F2,FT,FT4,FT5
130f37e52ec14b24b141a5cb564082f4,C1234,B1,E2,T3,T34,T35
f7e716e28ccd403fa842c3e501adeb9b,C1234,B1,E2,T3,T34,FI5
8ed8b9c0231f46339ddd66fb7a507b68,C1234,B1,E2,T3,T34,FT5
b2b00223894b452b87e07368ed17b9dc,C1234,B1,E2,T3,FI4,T35
5d8469adc63f4b5a8acb0fd2812cf58c,C1234,B1,E2,T3,FI4,FI5
4c526f129cd64559aa81119030cba7a1,C1234,B1,E2,T3,FI4,FT5
4700ce91bc2240ceb3510b875c27ca72,C1234,B1,E2,T3,FT4,T35
1457579fc01f4fe7b55275855c786ee0,C1234,B1,E2,T3,FT4,FI5
20c99130121241edbe6a1b4a265cd3f8,C1234,B1,E2,T3,FT4,FT5
c60e96dd8d104e468aaacf95cf826f55,C1234,B1,E2,FI,T34,T35
2448c631ecd0436f8073be84f566956f,C1234,B1,E2,FI,T34,FI5
ac82d51fe481401eb858ac61145e9d58,C1234,B1,E2,FI,T34,FT5
74297f34cd004562a9fd898510ced23a,C1234,B1,E2,FI,FI4,T35
2621ad94f29b4ce2ae6c3281a8d9d2af,C1234,B1,E2,FI,FI4,FI5
96225287ea014e64ad128292e468e3a7,C1234,B1,E2,FI,FI4,FT5
c7827cd703ea42c1b854d9d388613409,C1234,B1,E2,FI,FT4,T35
842ea1cf463d4931b4bfcd4ae6bd30a9,C1234,B1,E2,FI,FT4,FI5
171b9f5a4f1441bbb89cd100aa3da79f,C1234,B1,E2,FI,FT4,FT5
b4a40831379a43d5adc0b90fb4a4ad27,C1234,B1,E2,FT,T34,T35
cf8a819447054fcba1d5edc37ee043e9,C1234,B1,E2,FT,T34,FI5
28bf2813ba174ac2816d3c37b321deef,C1234,B1,E2,FT,T34,FT5
6a85d45bbcf74877a0b3420cd63af90f,C1234,B1,E2,FT,FI4,T35
bc17ac2cb2ce4d978889bd356b32e846,C1234,B1,E2,FT,FI4,FI5
b4b56e4166cd4cdcaf378289d29992af,C1234,B1,E2,FT,FI4,FT5
72c169a4a1c24752b75ec6d01e0f6d7c,C1234,B1,E2,FT,FT4,T35
6821c8587c1744a2b7b3e17bafa1886b,C1234,B1,E2,FT,FT4,FI5
8a651520f260470eab1146c475fbd188,C1234,B1,E2,FT,FT4,FT5
0bde608990fa42e49ab91767d5935ede,C1234,B1,F2,T3,T34,T35
75bc45549ea44a0d82c4e41ccba21a61,C1234,B1,F2,T3,T34,FI5
a2c46fddbba7492480c9fc92e5b081a7,C1234,B1,F2,T3,T34,FT5
45a3549812fb4f38ac47f1202cd0ffe2,C1234,B1,F2,T3,FI4,T35
b165a10386e14275b9f4017395d5b506,C1234,B1,F2,T3,FI4,FI5
fc1548eea106474293a27150efa99c43,C1234,B1,F2,T3,FI4,FT5
8f13d76064d14f8a95ae6a30c92f0c8c,C1234,B1,F2,T3,FT4,T35
52511324829644ffb99ce3dbed8c9fc1,C1234,B1,F2,T3,FT4,FI5
9e70f3d0698644ffa8fffb94d1672690,C1234,B1,F2,T3,FT4,FT5
733fba5d074c497f8f26279db4bef840,C1234,B1,F2,FI,T34,T35
657f5f45502e436fb9ea1e267ab4ccd3,C1234,B1,F2,FI,T34,FI5
c485ebdee50d4d5d9526b5e9bb90f80b,C1234,B1,F2,FI,T34,FT5
fec0c70599a6415aa86c1a49784810c5,C1234,B1,F2,FI,FI4,T35
ab0f78f283a3414892da65cb284609fe,C1234,B1,F2,FI,FI4,FI5
66fb02271e244b579452eb223b15d1cd,C1234,B1,F2,FI,FI4,FT5
a6cfdd46eafe4779bf3ece5e8bc867b7,C1234,B1,F2,FI,FT4,T35
